LAMMPS data file via write_data, version 10 Aug 2015, timestep = 40000

648 atoms
3 atom types
432 bonds
3 bond types
216 angles
1 angle types

6.5086861187561773e-01 2.5949131388124474e+01 xlo xhi
6.5086861187561773e-01 2.5949131388124474e+01 ylo yhi
6.5086861187561773e-01 2.5949131388124474e+01 zlo zhi

Masses

1 15.999
2 1.008
3 15.035

Atoms # full

201 67 2 4.3500000000000000e-01 5.6616263522466461e+00 2.2347470871897785e+00 6.4879218078005438e+00 0 1 0
93 31 2 4.3500000000000000e-01 1.3564008561927530e+00 3.1273618773912575e+00 1.7151309952463465e+00 0 1 0
200 67 1 -6.9999999999999996e-01 6.0464117226833611e+00 1.4099196950561523e+00 6.8022190867715357e+00 0 1 0
95 32 1 -6.9999999999999996e-01 5.1222518707089657e+00 3.9826288922465420e+00 6.1718827418477495e+00 0 1 0
94 32 3 2.6500000000000001e-01 4.5347113319567640e+00 3.7984866167009579e+00 4.8517475028997366e+00 0 1 0
92 31 1 -6.9999999999999996e-01 2.3054651324342661e+00 2.8550962568466676e+00 1.7240920025186919e+00 0 1 0
91 31 3 2.6500000000000001e-01 2.4389917406889312e+00 1.5366117194501054e+00 2.1663937045853823e+00 0 1 0
544 182 3 2.6500000000000001e-01 6.9304240066528520e+00 3.1680397021452653e+00 1.4133265315427819e+00 0 0 1
272 91 1 -6.9999999999999996e-01 2.5059273401611286e+01 4.0509182896025528e+00 6.7966009606439952e+00 -1 1 0
273 91 2 4.3500000000000000e-01 2.5383930347185995e+01 3.2715945667747137e+00 7.1901301403716547e+00 -1 1 0
126 42 2 4.3500000000000000e-01 1.0769954260068026e+00 7.3239321899697907e-01 7.0676048648390859e+00 1 0 0
318 106 2 4.3500000000000000e-01 1.1896926284201827e+01 1.1639258042980292e+00 7.2760789165362336e+00 0 1 0
316 106 3 2.6500000000000001e-01 1.0631216396873029e+01 2.4173046696507852e+00 7.9312265221774210e+00 0 1 0
317 106 1 -6.9999999999999996e-01 1.1156883776339660e+01 1.1105564952050371e+00 7.9003865598684193e+00 0 1 0
619 207 3 2.6500000000000001e-01 7.9403755693476983e+00 6.0519359729693472e+00 4.6366436000851117e+00 0 0 1
199 67 3 2.6500000000000001e-01 7.3235233419368946e+00 1.3525274280802089e+00 6.2491481559192916e+00 0 1 0
548 183 1 -6.9999999999999996e-01 9.9998470314903098e+00 2.5416777381531039e+00 6.6853332197415283e-01 0 0 1
545 182 1 -6.9999999999999996e-01 7.6274686584648910e+00 3.6875767965464692e+00 2.5543764625962410e+01 0 0 0
546 182 2 4.3500000000000000e-01 8.5525478446643053e+00 3.4355298396448291e+00 2.5706076470303337e+01 0 0 0
549 183 2 4.3500000000000000e-01 1.0525895170500991e+01 2.5486462760377755e+00 2.5156405444199891e+01 0 0 0
542 181 1 -6.9999999999999996e-01 1.1240408642646061e+01 2.5712389286899038e+00 2.3592986891606323e+01 0 0 0
547 183 3 2.6500000000000001e-01 1.0289529028161038e+01 1.3931486423542601e+00 1.4136983551261078e+00 0 0 1
208 70 3 2.6500000000000001e-01 1.3484450532919618e+01 1.1920239030645134e+00 4.6375754222156624e+00 0 1 0
209 70 1 -6.9999999999999996e-01 1.3092471632913190e+01 1.7513596244927192e+00 5.9087493468358812e+00 0 1 0
210 70 2 4.3500000000000000e-01 1.3334518822683791e+01 2.6742497116841459e+00 5.9063902415750604e+00 0 1 0
629 210 1 -6.9999999999999996e-01 1.7739839578066402e+01 6.5604993569441303e+00 3.4498068934220076e+00 0 1 1
319 107 3 2.6500000000000001e-01 1.3354959882655043e+01 5.1288702935095749e+00 4.7878057456245031e+00 0 1 0
320 107 1 -6.9999999999999996e-01 1.4303255642939192e+01 4.6612832902807444e+00 5.7561323695505600e+00 0 1 0
321 107 2 4.3500000000000000e-01 1.4299200535179329e+01 5.2540743661237022e+00 6.5169397245044030e+00 0 1 0
138 46 2 4.3500000000000000e-01 1.9610361144424964e+01 6.1578816711633859e+00 4.2566511598167107e+00 0 0 0
630 210 2 4.3500000000000000e-01 1.6947297457122204e+01 6.5528348113412509e+00 2.9128800387662217e+00 0 1 1
628 210 3 2.6500000000000001e-01 1.7402049795306283e+01 6.3098357976929087e+00 4.7798573659126200e+00 0 1 1
122 41 1 -6.9999999999999996e-01 1.5842667864083595e+01 6.6570633128777974e+00 1.0555395291634624e+00 0 0 0
121 41 3 2.6500000000000001e-01 1.4549241917175976e+01 6.3784023411756676e+00 1.4968777826372852e+00 0 0 0
337 113 3 2.6500000000000001e-01 1.7292059516024345e+01 2.5803246963794022e+00 6.4336636513784375e+00 0 0 0
137 46 1 -6.9999999999999996e-01 2.0520693318339589e+01 6.1299100423949699e+00 4.5803878719271562e+00 0 0 0
118 40 3 2.6500000000000001e-01 2.1094801273900991e+01 2.9177371713315092e+00 3.5241582928498558e+00 0 0 0
271 91 3 2.6500000000000001e-01 2.4608403312979512e+01 3.7833610710870373e+00 5.5243249628250171e+00 -1 1 0
120 40 2 4.3500000000000000e-01 2.1108247293187887e+01 4.1049063513243613e+00 4.8936877896454751e+00 0 0 0
119 40 1 -6.9999999999999996e-01 2.1115862259607063e+01 3.1709911285486276e+00 4.9260267081053923e+00 0 0 0
231 77 2 4.3500000000000000e-01 2.1738974630163192e+01 3.6642319234143850e+00 7.2708006428002667e+00 0 0 0
17 6 1 -6.9999999999999996e-01 2.4970791842970741e+01 3.8180553340364907e+00 1.8194200578942077e+00 0 0 0
16 6 3 2.6500000000000001e-01 2.4057202124768715e+01 4.0201739917721326e+00 7.7421613102316855e-01 0 0 0
